800
307,734,1
116,307,1
116,383,1
116,448,1
307,489,1
448,769,1
489,544,1
112,320,2
320,639,1
320,776,1
320,535,1
244,535,1
91,639,1
91,635,1
91,339,1
224,339,1
139,464,2
244,800,2
760,800,1
235,244,2
75,235,1
75,367,1
75,631,1
235,407,1
280,367,1
280,317,1
131,631,1
235,567,2
307,313,2
348,471,2
471,588,1
420,588,1
376,420,1
353,613,2
367,663,2
74,663,1
74,133,1
133,196,1
133,641,1
142,641,1
102,142,1
102,156,1
156,683,1
117,683,1
117,499,1
499,559,1
6,559,1
124,683,1
124,481,1
364,481,1
102,268,2
113,268,1
113,421,1
113,168,1
168,405,1
41,142,2
41,199,1
199,629,1
16,168,2
199,419,2
172,199,2
172,575,1
172,606,2
418,606,1
312,418,1
312,450,1
418,543,1
182,450,1
182,565,1
69,182,1
69,205,1
211,543,1
211,634,1
211,400,1
327,400,1
18,327,1
18,87,1
18,334,1
87,740,1
150,334,1
334,479,1
301,740,1
72,740,1
72,357,1
181,740,1
69,582,2
482,582,1
482,578,1
39,87,2
27,39,1
27,540,2
540,556,1
374,540,1
540,549,1
140,549,1
140,461,1
461,799,1
63,799,1
181,733,2
723,733,1
354,723,1
354,772,1
93,772,1
211,426,2
362,426,1
362,741,1
426,624,1
324,741,1
97,324,1
97,240,2
240,685,1
70,301,2
301,706,2
324,744,2
324,642,2
9,327,2
362,369,2
367,651,2
136,370,2
58,136,2
58,593,1
58,222,2
222,628,2
628,672,1
305,672,1
305,798,1
275,374,2
377,699,2
436,699,1
92,380,2
387,729,2
342,729,1
214,342,2
388,669,2
388,568,2
393,490,2
404,490,1
404,423,1
393,492,2
234,405,2
234,372,1
372,395,1
372,552,2
552,720,1
2,410,2
2,762,1
2,17,2
17,266,1
416,732,2
674,732,1
147,674,1
147,254,2
147,167,2
167,341,2
419,529,2
71,419,2
420,766,2
110,766,1
84,110,1
84,103,2
310,426,2
432,742,2
432,547,2
207,441,2
207,616,2
441,566,2
441,737,2
446,700,2
532,700,1
231,447,2
231,751,2
622,751,1
605,751,1
453,667,2
149,453,2
149,763,1
270,763,1
455,676,2
28,466,2
28,159,1
159,477,1
477,656,2
478,531,2
345,486,2
42,486,2
80,489,2
456,490,2
299,456,2
299,497,2
497,774,1
228,497,1
497,579,1
437,579,1
470,774,1
144,774,1
494,505,2
22,500,2
325,500,2
488,521,2
475,522,2
462,475,2
462,623,2
163,623,1
163,271,1
206,475,2
162,540,2
64,543,2
328,544,2
143,328,2
143,445,2
554,586,2
586,765,1
586,600,1
276,600,1
276,711,1
11,559,2
11,212,1
212,690,1
568,692,2
315,572,2
587,688,2
593,691,2
598,644,2
46,613,2
414,615,2
306,414,1
34,615,2
34,504,1
610,615,2
610,636,1
361,622,2
157,623,2
346,635,2
192,637,2
65,192,2
639,696,2
483,651,2
382,661,2
137,667,2
236,672,2
67,676,2
67,68,2
68,371,1
279,688,2
550,689,2
550,755,1
550,654,1
94,654,1
295,550,2
23,295,2
23,650,1
23,230,1
692,697,2
724,726,2
123,726,1
123,425,2
425,705,1
246,726,2
171,246,2
171,625,2
460,625,2
184,728,2
184,394,1
394,638,2
638,648,1
710,732,2
503,710,2
422,503,1
422,577,1
503,662,2
503,515,2
717,734,2
673,717,1
54,717,1
54,323,1
259,323,1
259,329,1
225,329,2
202,734,2
555,744,2
296,744,2
247,296,1
155,296,2
155,713,2
155,468,2
238,468,1
152,757,2
152,655,1
603,762,2
571,771,2
233,571,2
99,233,1
491,776,2
303,796,2
621,798,2
3,333,3
333,632,2
191,632,1
191,788,2
309,788,2
204,309,1
204,300,1
204,753,1
160,753,2
160,412,2
412,557,2
359,557,2
6,251,3
11,365,3
365,664,2
26,365,2
16,783,3
18,294,3
22,391,3
24,274,3
274,378,1
378,682,2
20,682,1
682,730,2
39,675,3
39,573,3
47,573,2
39,326,3
14,326,1
14,502,2
381,502,1
381,520,1
176,502,2
57,777,3
63,415,3
63,574,3
68,767,3
35,69,3
69,533,3
190,533,1
70,583,3
71,601,3
397,601,1
397,761,2
601,794,2
170,794,1
263,794,1
584,761,2
85,681,3
681,779,1
134,779,1
93,735,3
735,739,2
97,352,3
102,392,3
260,392,2
103,146,3
103,507,3
53,507,1
53,62,2
53,89,2
507,647,2
107,647,2
107,201,1
107,174,2
44,201,2
53,351,3
53,318,3
318,653,2
7,62,3
7,166,2
104,493,3
110,551,3
123,716,3
127,476,3
444,476,1
183,476,1
203,476,1
203,778,2
127,438,3
130,530,3
49,530,1
130,465,3
465,665,1
135,384,3
384,790,2
142,746,3
143,366,3
336,366,1
144,187,3
187,252,1
187,525,2
149,553,3
152,161,3
161,473,1
157,678,3
678,750,1
614,678,1
678,693,2
100,159,3
167,311,3
125,169,3
125,210,2
210,534,1
181,609,3
304,609,2
151,182,3
25,185,3
25,640,1
119,196,3
207,595,3
122,208,3
122,188,2
51,188,1
122,350,2
350,433,1
360,433,1
173,350,2
82,360,2
82,627,1
122,302,3
8,209,3
76,212,3
220,659,3
225,686,3
234,242,3
242,545,2
234,498,3
195,235,3
154,195,3
154,213,2
90,235,3
36,90,1
36,265,3
247,745,3
245,271,3
245,725,3
721,725,1
96,725,1
96,795,1
96,401,2
274,439,3
60,280,3
60,782,1
576,782,1
293,719,3
712,719,2
305,454,3
311,363,3
363,793,1
363,764,1
314,526,3
318,562,3
269,320,3
321,322,3
288,323,3
288,612,3
30,334,3
5,335,3
5,645,2
83,347,3
348,358,3
358,643,3
216,359,3
216,255,3
255,501,2
410,620,3
410,670,3
417,698,3
10,420,3
10,649,3
432,434,3
257,436,3
283,441,3
447,585,3
585,619,1
465,524,3
343,524,2
132,343,1
132,781,3
470,707,3
493,703,3
390,703,2
32,390,2
409,502,3
505,608,3
287,608,2
217,287,2
496,520,3
13,522,3
523,797,3
529,694,3
509,694,2
518,547,3
332,549,3
141,555,3
141,396,3
562,715,3
373,574,3
138,373,2
98,575,3
298,583,3
298,589,2
495,584,3
600,718,3
427,617,3
389,649,3
177,654,3
281,661,3
449,672,3
440,449,1
278,702,3
459,705,3
375,709,3
512,712,3
368,512,1
368,428,2
368,687,3
31,717,3
618,743,3
604,618,3
118,750,3
666,757,3
424,770,3
413,780,3
66,793,3
16,538,4
36,398,4
41,756,4
81,85,4
92,510,4
160,215,4
167,569,4
182,596,4
185,472,4
472,592,2
188,194,4
230,258,4
258,787,1
738,787,3
236,527,4
242,316,4
261,457,4
29,264,4
29,775,1
29,560,1
560,749,1
296,484,4
323,748,4
383,684,4
453,630,4
95,465,4
470,668,4
516,599,4
516,537,4
403,537,2
403,506,3
12,543,4
548,553,4
165,548,4
319,571,4
248,574,4
514,580,4
88,597,4
536,598,4
563,623,4
672,695,4
286,699,4
109,742,4
56,778,4
111,787,4
285,795,4
92,785,5
100,480,5
132,297,5
195,708,5
247,542,5
258,727,5
284,768,5
397,451,5
73,421,5
430,701,5
480,508,5
19,508,4
505,511,5
514,581,5
239,514,5
529,646,5
574,602,5
429,660,5
33,706,5
738,789,5
385,747,5
100,487,6
124,253,6
161,485,6
77,410,6
52,417,6
178,490,6
78,504,6
101,509,6
330,616,6
275,338,7
158,298,7
401,758,7
458,497,7
120,612,7
164,504,8
